date,daily_sentiment
2020-10-19,-0.0804375
2020-10-20,0.1818
2020-10-21,0.09866666666666667
2020-10-22,0.0
2020-10-23,0.16536
2020-10-26,0.2666375
2020-10-27,0.0772
2020-10-28,0.16154285714285715
2020-10-29,0.166984
2020-10-30,0.013727272727272715
2020-11-02,-0.10673636363636363
2020-11-03,0.29663333333333336
2020-11-04,0.05655000000000001
2020-11-05,0.0
2020-11-06,0.24084
2020-11-09,-0.08574444444444446
2020-11-10,-0.043122222222222215
2020-11-11,0.12176666666666668
2020-11-12,0.068
2020-11-13,0.0
2020-11-16,0.0
2020-11-17,0.2878833333333333
2020-11-18,0.1507
2020-11-19,-0.05069999999999999
2020-11-20,0.24695
2020-11-23,0.01777142857142857
2020-11-24,0.09866666666666667
2020-11-25,-0.25072
2020-11-27,0.241775
2020-11-30,0.17193750000000002
2020-12-01,0.10772
2020-12-02,0.32746
2020-12-03,0.044871428571428555
2020-12-04,0.1815
2020-12-07,0.0
2020-12-08,0.47165
2020-12-09,-0.023619999999999995
2020-12-10,0.0
2020-12-11,-0.3566
2020-12-14,-0.12916666666666668
2020-12-15,0.22030000000000002
2020-12-16,0.34045000000000003
2020-12-17,-0.32985
2020-12-18,0.31838
2020-12-21,0.10223636363636364
2020-12-22,0.19074
2020-12-23,0.10566666666666667
2020-12-24,-0.128
2020-12-28,0.2202
2020-12-29,0.0
2020-12-30,0.5423
2020-12-31,0.07616666666666666
