date,close,weekly_sentiment,daily_sentiment,arima_3d
2019-12-31,157.6999969482422,0.0,0.0,
2020-01-02,160.6199951171875,0.0,0.0,
2020-01-03,158.6199951171875,0.0,0.0,
2020-01-06,159.02999877929688,0.0,0.0,
2020-01-07,157.5800018310547,0.0,0.0,
2020-01-08,160.08999633789062,0.0,0.0,
2020-01-09,162.08999633789062,0.0,0.0,
2020-01-10,161.33999633789062,0.0,0.0,
2020-01-13,163.27999877929688,0.0,0.0,
2020-01-14,162.1300048828125,0.0,0.0,
2020-01-15,163.17999267578125,0.0,0.0,
2020-01-16,166.1699981689453,0.0,0.0,
2020-01-17,167.10000610351562,0.0,0.0,
2020-01-21,166.5,0.11438,0.0,
2020-01-22,165.6999969482422,0.11438,0.28595,
2020-01-22,165.6999969482422,0.11438,0.28595,
2020-01-23,166.72000122070312,0.11438,0.0,
2020-01-24,165.0399932861328,0.11438,0.0,
2020-01-27,162.27999877929688,0.23468666666666668,0.0,
2020-01-28,165.4600067138672,0.23468666666666668,0.0,
2020-01-29,168.0399932861328,0.23468666666666668,0.16444,
2020-01-29,168.0399932861328,0.23468666666666668,0.16444,
2020-01-29,168.0399932861328,0.23468666666666668,0.16444,
2020-01-29,168.0399932861328,0.23468666666666668,0.16444,
2020-01-29,168.0399932861328,0.23468666666666668,0.16444,
2020-01-30,172.77999877929688,0.23468666666666668,0.35203333333333336,
2020-01-30,172.77999877929688,0.23468666666666668,0.35203333333333336,
2020-01-30,172.77999877929688,0.23468666666666668,0.35203333333333336,
2020-01-30,172.77999877929688,0.23468666666666668,0.35203333333333336,
2020-01-30,172.77999877929688,0.23468666666666668,0.35203333333333336,
2020-01-30,172.77999877929688,0.23468666666666668,0.35203333333333336,
2020-01-31,170.22999572753906,0.23468666666666668,0.29295,
2020-01-31,170.22999572753906,0.23468666666666668,0.29295,
2020-02-03,174.3800048828125,0.19427,0.0,
2020-02-04,180.1199951171875,0.19427,0.0,
2020-02-05,179.89999389648438,0.19427,0.20589999999999997,
2020-02-05,179.89999389648438,0.19427,0.20589999999999997,
2020-02-05,179.89999389648438,0.19427,0.20589999999999997,
2020-02-05,179.89999389648438,0.19427,0.20589999999999997,
2020-02-05,179.89999389648438,0.19427,0.20589999999999997,
2020-02-06,183.6300048828125,0.19427,0.0,
2020-02-07,183.88999938964844,0.19427,0.4566,
2020-02-07,183.88999938964844,0.19427,0.4566,
2020-02-10,188.6999969482422,-0.004066666666666663,0.3612,
2020-02-11,184.44000244140625,-0.004066666666666663,0.09545,
2020-02-11,184.44000244140625,-0.004066666666666663,0.09545,
2020-02-11,184.44000244140625,-0.004066666666666663,0.09545,
2020-02-11,184.44000244140625,-0.004066666666666663,0.09545,
2020-02-12,184.7100067138672,-0.004066666666666663,0.0,
2020-02-13,183.7100067138672,-0.004066666666666663,-0.15836,
2020-02-13,183.7100067138672,-0.004066666666666663,-0.15836,
2020-02-13,183.7100067138672,-0.004066666666666663,-0.15836,
2020-02-13,183.7100067138672,-0.004066666666666663,-0.15836,
2020-02-13,183.7100067138672,-0.004066666666666663,-0.15836,
2020-02-14,185.3500061035156,-0.004066666666666663,0.0,
2020-02-18,187.22999572753903,0.17708333333333334,0.02930000000000002,
2020-02-18,187.22999572753903,0.17708333333333334,0.02930000000000002,
2020-02-19,187.27999877929688,0.17708333333333334,0.32135,
2020-02-19,187.27999877929688,0.17708333333333334,0.32135,
2020-02-20,184.4199981689453,0.17708333333333334,0.0,
2020-02-21,178.58999633789062,0.17708333333333334,0.3612,
2020-02-24,170.88999938964844,0.05419166666666667,0.0,
2020-02-25,168.07000732421875,0.05419166666666667,0.0,
2020-02-26,170.1699981689453,0.05419166666666667,-0.3987,
2020-02-26,170.1699981689453,0.05419166666666667,-0.3987,
2020-02-26,170.1699981689453,0.05419166666666667,-0.3987,
2020-02-26,170.1699981689453,0.05419166666666667,-0.3987,
2020-02-27,158.17999267578125,0.05419166666666667,0.31175,
2020-02-27,158.17999267578125,0.05419166666666667,0.31175,
2020-02-27,158.17999267578125,0.05419166666666667,0.31175,
2020-02-27,158.17999267578125,0.05419166666666667,0.31175,
2020-02-28,162.00999450683594,0.05419166666666667,0.49905,
2020-02-28,162.00999450683594,0.05419166666666667,0.49905,
