date,close,weekly_sentiment,daily_sentiment,arima_3d
2019-12-31,92.39199829101562,0.0,0.0,
2020-01-02,94.90049743652344,0.0,0.0,
2020-01-03,93.74849700927734,0.0,0.0,
2020-01-06,95.1439971923828,0.25651999999999997,0.4404,
2020-01-07,95.34300231933594,0.25651999999999997,0.765,
2020-01-08,94.59850311279295,0.25651999999999997,0.0,
2020-01-09,95.05249786376952,0.25651999999999997,0.0,
2020-01-10,94.15799713134766,0.25651999999999997,0.0772,
2020-01-13,94.56500244140624,0.08808,0.0,
2020-01-14,93.47200012207033,0.08808,0.4404,
2020-01-15,93.10099792480467,0.08808,0.0,
2020-01-16,93.89700317382812,0.08808,0.0,
2020-01-17,93.23600006103516,0.08808,0.0,
2020-01-21,94.5999984741211,0.0,0.0,
2020-01-21,94.5999984741211,0.0,0.0,
2020-01-22,94.3730010986328,0.0,0.0,
2020-01-23,94.22899627685548,0.0,0.0,
2020-01-24,93.08200073242188,0.0,0.0,
2020-01-27,91.41699981689452,0.3771,0.0,
2020-01-28,92.6624984741211,0.3771,0.0,
2020-01-29,92.9000015258789,0.3771,0.0,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-30,93.53399658203124,0.3771,0.5179588235294117,
2020-01-31,100.43599700927734,0.3771,0.23673333333333332,
2020-01-31,100.43599700927734,0.3771,0.23673333333333332,
2020-01-31,100.43599700927734,0.3771,0.23673333333333332,
2020-01-31,100.43599700927734,0.3771,0.23673333333333332,
2020-01-31,100.43599700927734,0.3771,0.23673333333333332,
2020-01-31,100.43599700927734,0.3771,0.23673333333333332,
2020-01-31,100.43599700927734,0.3771,0.23673333333333332,
2020-01-31,100.43599700927734,0.3771,0.23673333333333332,
2020-01-31,100.43599700927734,0.3771,0.23673333333333332,
2020-02-03,100.20999908447266,0.047608333333333336,0.0,
2020-02-04,102.4834976196289,0.047608333333333336,-0.1591,
2020-02-04,102.4834976196289,0.047608333333333336,-0.1591,
2020-02-05,101.99349975585938,0.047608333333333336,0.222375,
2020-02-05,101.99349975585938,0.047608333333333336,0.222375,
2020-02-05,101.99349975585938,0.047608333333333336,0.222375,
2020-02-05,101.99349975585938,0.047608333333333336,0.222375,
2020-02-06,102.5114974975586,0.047608333333333336,0.0,
2020-02-06,102.5114974975586,0.047608333333333336,0.0,
2020-02-06,102.5114974975586,0.047608333333333336,0.0,
2020-02-06,102.5114974975586,0.047608333333333336,0.0,
2020-02-07,103.96399688720705,0.047608333333333336,0.0,
2020-02-10,106.69550323486328,0.19060000000000002,0.765,
2020-02-11,107.54000091552734,0.19060000000000002,0.47550000000000003,
2020-02-11,107.54000091552734,0.19060000000000002,0.47550000000000003,
2020-02-12,108.0,0.19060000000000002,0.0,
2020-02-13,107.49349975585938,0.19060000000000002,0.0,
2020-02-14,106.74349975585938,0.19060000000000002,-0.1909,
2020-02-14,106.74349975585938,0.19060000000000002,-0.1909,
2020-02-18,107.78350067138672,0.049300000000000004,0.0,
2020-02-19,108.51100158691406,0.049300000000000004,0.4404,
2020-02-20,107.65499877929688,0.049300000000000004,-0.04765,
2020-02-20,107.65499877929688,0.049300000000000004,-0.04765,
2020-02-21,104.79850006103516,0.049300000000000004,0.0,
2020-02-21,104.79850006103516,0.049300000000000004,0.0,
2020-02-21,104.79850006103516,0.049300000000000004,0.0,
