date,weekly_sentiment
2020-11-03,0.14634285714285714
2020-11-04,0.14634285714285714
2020-11-05,0.14634285714285714
2020-11-06,0.14634285714285714
2020-11-09,0.0012624999999999997
2020-11-10,0.0012624999999999997
2020-11-11,0.0012624999999999997
2020-11-12,0.0012624999999999997
2020-11-13,0.0012624999999999997
2020-11-16,-0.0658375
2020-11-17,-0.0658375
2020-11-18,-0.0658375
2020-11-19,-0.0658375
2020-11-20,-0.0658375
2020-11-23,-0.159225
2020-11-24,-0.159225
2020-11-25,-0.159225
2020-11-27,-0.159225
2020-11-30,0.22707000000000002
2020-12-01,0.22707000000000002
2020-12-02,0.22707000000000002
2020-12-03,0.22707000000000002
2020-12-04,0.22707000000000002
2020-12-07,-0.11306666666666665
2020-12-08,-0.11306666666666665
2020-12-09,-0.11306666666666665
2020-12-10,-0.11306666666666665
2020-12-11,-0.11306666666666665
2020-12-14,0.23334285714285713
2020-12-15,0.23334285714285713
2020-12-16,0.23334285714285713
2020-12-17,0.23334285714285713
2020-12-18,0.23334285714285713
2020-12-21,-0.02587142857142857
2020-12-22,-0.02587142857142857
2020-12-23,-0.02587142857142857
2020-12-24,-0.02587142857142857
2020-12-28,0.08337142857142855
2020-12-29,0.08337142857142855
2020-12-30,0.08337142857142855
2020-12-31,0.08337142857142855
