date,actual,forecast,ticker,model,horizon
2020-11-02,202.3300018310547,202.92627925449938,MSFT,sarimax,3
2020-11-03,206.42999267578125,202.61126849107134,MSFT,sarimax,3
2020-11-04,216.38999938964844,202.6199224101673,MSFT,sarimax,3
