date,actual,forecast,ticker,model,horizon
2020-11-02,148.60000610351562,142.59036372110788,BA,arimax,3
2020-11-03,153.64999389648438,198.81315947360514,BA,arimax,3
2020-11-04,151.6300048828125,197.16695210175308,BA,arimax,3
