date,actual,forecast,ticker,model,horizon
2020-09-24,129.26333618164062,129.27701,TSLA,xgboost,1
2020-09-24,129.26333618164062,129.27701,TSLA,xgboost,1
2020-09-24,129.26333618164062,129.27701,TSLA,xgboost,1
2020-09-25,135.77999877929688,129.27701,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.62871,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.62871,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.62383,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.62383,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.62383,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.62383,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.62383,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.62383,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.62383,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.62383,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.62383,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.62383,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.62383,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.62383,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.81525,TSLA,xgboost,1
2020-09-25,135.77999877929688,135.81525,TSLA,xgboost,1
2020-09-28,140.39999389648438,135.81525,TSLA,xgboost,1
2020-09-29,139.69000244140625,141.41832,TSLA,xgboost,1
2020-09-29,139.69000244140625,140.07277,TSLA,xgboost,1
2020-09-29,139.69000244140625,140.07277,TSLA,xgboost,1
2020-09-29,139.69000244140625,140.07277,TSLA,xgboost,1
2020-09-29,139.69000244140625,140.07277,TSLA,xgboost,1
2020-09-29,139.69000244140625,140.07277,TSLA,xgboost,1
2020-09-29,139.69000244140625,140.07277,TSLA,xgboost,1
2020-09-29,139.69000244140625,140.07277,TSLA,xgboost,1
2020-09-29,139.69000244140625,140.07277,TSLA,xgboost,1
2020-09-29,139.69000244140625,140.07277,TSLA,xgboost,1
2020-09-29,139.69000244140625,140.07277,TSLA,xgboost,1
2020-09-29,139.69000244140625,140.07277,TSLA,xgboost,1
2020-09-30,143.00332641601562,140.07277,TSLA,xgboost,1
2020-09-30,143.00332641601562,141.97005,TSLA,xgboost,1
2020-09-30,143.00332641601562,143.90569,TSLA,xgboost,1
2020-09-30,143.00332641601562,141.89151,TSLA,xgboost,1
2020-09-30,143.00332641601562,141.89151,TSLA,xgboost,1
2020-09-30,143.00332641601562,141.89151,TSLA,xgboost,1
2020-09-30,143.00332641601562,141.89151,TSLA,xgboost,1
2020-09-30,143.00332641601562,141.89151,TSLA,xgboost,1
2020-09-30,143.00332641601562,141.89151,TSLA,xgboost,1
2020-09-30,143.00332641601562,141.89151,TSLA,xgboost,1
2020-09-30,143.00332641601562,141.89151,TSLA,xgboost,1
2020-09-30,143.00332641601562,141.89151,TSLA,xgboost,1
2020-09-30,143.00332641601562,141.89151,TSLA,xgboost,1
2020-09-30,143.00332641601562,141.89151,TSLA,xgboost,1
2020-10-01,149.3866729736328,141.89151,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.26733,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.26733,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.26733,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.26733,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.26733,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.26733,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.26733,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.26733,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.26733,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.26733,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.26733,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.26733,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.26733,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.26733,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.09363,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.09363,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.09363,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.09363,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.09363,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.09363,TSLA,xgboost,1
2020-10-01,149.3866729736328,149.09363,TSLA,xgboost,1
2020-10-02,138.3633270263672,149.09363,TSLA,xgboost,1
2020-10-02,138.3633270263672,138.32774,TSLA,xgboost,1
2020-10-02,138.3633270263672,138.32774,TSLA,xgboost,1
2020-10-02,138.3633270263672,138.32774,TSLA,xgboost,1
2020-10-02,138.3633270263672,138.32774,TSLA,xgboost,1
2020-10-02,138.3633270263672,138.32774,TSLA,xgboost,1
2020-10-02,138.3633270263672,138.32774,TSLA,xgboost,1
2020-10-02,138.3633270263672,138.32774,TSLA,xgboost,1
2020-10-02,138.3633270263672,138.32774,TSLA,xgboost,1
2020-10-02,138.3633270263672,138.32774,TSLA,xgboost,1
2020-10-02,138.3633270263672,138.32774,TSLA,xgboost,1
2020-10-02,138.3633270263672,138.32774,TSLA,xgboost,1
2020-10-02,138.3633270263672,138.32774,TSLA,xgboost,1
2020-10-02,138.3633270263672,138.32774,TSLA,xgboost,1
2020-10-02,138.3633270263672,138.32774,TSLA,xgboost,1
2020-10-02,138.3633270263672,136.80359,TSLA,xgboost,1
2020-10-02,138.3633270263672,136.80359,TSLA,xgboost,1
2020-10-02,138.3633270263672,136.80359,TSLA,xgboost,1
2020-10-02,138.3633270263672,136.80359,TSLA,xgboost,1
2020-10-02,138.3633270263672,136.80359,TSLA,xgboost,1
2020-10-02,138.3633270263672,136.80359,TSLA,xgboost,1
2020-10-02,138.3633270263672,136.80359,TSLA,xgboost,1
2020-10-02,138.3633270263672,136.80359,TSLA,xgboost,1
2020-10-02,138.3633270263672,136.80359,TSLA,xgboost,1
2020-10-02,138.3633270263672,136.80359,TSLA,xgboost,1
2020-10-02,138.3633270263672,136.80359,TSLA,xgboost,1
2020-10-05,141.89332580566406,136.80359,TSLA,xgboost,1
2020-10-06,137.9933319091797,141.88788,TSLA,xgboost,1
2020-10-06,137.9933319091797,136.55296,TSLA,xgboost,1
