date,actual,forecast,ticker,model,horizon
2020-11-02,148.60000610351562,142.59036372110788,BA,arimax,7
2020-11-03,153.64999389648438,198.81315947360514,BA,arimax,7
2020-11-04,151.6300048828125,197.16695210175308,BA,arimax,7
2020-11-05,157.08999633789062,196.7930564921996,BA,arimax,7
2020-11-06,157.74000549316406,195.28565338153516,BA,arimax,7
2020-11-09,179.36000061035156,194.89877103540255,BA,arimax,7
2020-11-10,179.36000061035156,119.64645529280745,BA,arimax,7
