date,close,weekly_sentiment,daily_sentiment,arimax_7d
2019-12-31,325.760009765625,0.0,0.0,
2020-01-02,333.32000732421875,0.0,0.0,
2020-01-03,332.760009765625,0.0,0.0,
2020-01-06,333.739990234375,0.015081818181818175,0.0,
2020-01-07,337.2799987792969,0.015081818181818175,0.36985,
2020-01-07,337.2799987792969,0.015081818181818175,0.36985,
2020-01-08,331.3699951171875,0.015081818181818175,-0.6908,
2020-01-09,336.3399963378906,0.015081818181818175,0.0,
2020-01-10,329.9200134277344,0.015081818181818175,0.0195,
2020-01-10,329.9200134277344,0.015081818181818175,0.0195,
2020-01-10,329.9200134277344,0.015081818181818175,0.0195,
2020-01-10,329.9200134277344,0.015081818181818175,0.0195,
2020-01-10,329.9200134277344,0.015081818181818175,0.0195,
2020-01-10,329.9200134277344,0.015081818181818175,0.0195,
2020-01-13,330.2200012207031,0.14892727272727274,0.0,
2020-01-14,332.3500061035156,0.14892727272727274,0.06223333333333334,
2020-01-14,332.3500061035156,0.14892727272727274,0.06223333333333334,
2020-01-14,332.3500061035156,0.14892727272727274,0.06223333333333334,
2020-01-15,329.79998779296875,0.14892727272727274,0.0,
2020-01-16,332.0,0.14892727272727274,0.1027,
2020-01-17,324.1499938964844,0.14892727272727274,0.26976,
2020-01-17,324.1499938964844,0.14892727272727274,0.26976,
2020-01-17,324.1499938964844,0.14892727272727274,0.26976,
2020-01-17,324.1499938964844,0.14892727272727274,0.26976,
2020-01-17,324.1499938964844,0.14892727272727274,0.26976,
2020-01-21,313.3699951171875,0.09071785714285714,0.0543,
2020-01-21,313.3699951171875,0.09071785714285714,0.0543,
2020-01-21,313.3699951171875,0.09071785714285714,0.0543,
2020-01-21,313.3699951171875,0.09071785714285714,0.0543,
2020-01-22,309.0,0.09071785714285714,0.06938333333333332,
2020-01-22,309.0,0.09071785714285714,0.06938333333333332,
2020-01-22,309.0,0.09071785714285714,0.06938333333333332,
2020-01-22,309.0,0.09071785714285714,0.06938333333333332,
2020-01-22,309.0,0.09071785714285714,0.06938333333333332,
2020-01-22,309.0,0.09071785714285714,0.06938333333333332,
2020-01-22,309.0,0.09071785714285714,0.06938333333333332,
2020-01-22,309.0,0.09071785714285714,0.06938333333333332,
2020-01-22,309.0,0.09071785714285714,0.06938333333333332,
2020-01-22,309.0,0.09071785714285714,0.06938333333333332,
