date,daily_sentiment
2019-12-31,0.0
2020-01-02,-0.5719
2020-01-03,0.16001666666666667
2020-01-06,0.2632
2020-01-07,0.2055
2020-01-08,0.2374111111111111
2020-01-09,0.28836153846153845
2020-01-10,0.31785
2020-01-13,0.11384444444444444
2020-01-14,0.1295
2020-01-15,-0.0003923076923076961
2020-01-16,0.045284210526315795
2020-01-17,-0.012561538461538454
2020-01-21,-0.1468
2020-01-22,0.1040375
2020-01-23,0.10246250000000001
2020-01-24,0.19774285714285714
2020-01-27,0.2732
2020-01-28,0.002457142857142864
2020-01-29,0.13958888888888887
2020-01-30,0.2993705882352941
2020-01-31,0.15508
2020-02-03,0.15434
2020-02-04,0.1456891304347826
2020-02-05,0.06942173913043478
2020-02-06,0.141988679245283
2020-02-07,-0.013763157894736843
2020-02-10,0.317
2020-02-11,-0.012200000000000003
2020-02-12,0.09035
2020-02-13,0.08806666666666667
2020-02-14,0.2523333333333333
2020-02-18,0.05135
2020-02-19,0.03509999999999999
2020-02-20,0.15428000000000003
2020-02-21,-0.024580000000000008
2020-02-24,-0.16842727272727273
2020-02-25,0.06761153846153847
2020-02-26,-0.016374999999999994
2020-02-27,0.08374651162790697
2020-02-28,0.08255609756097561
2020-03-02,0.2622473684210527
2020-03-03,0.21498
2020-03-04,0.158703125
2020-03-05,-0.047133333333333326
2020-03-06,0.14982857142857142
2020-03-09,0.3359
2020-03-10,0.21311818181818182
2020-03-11,0.1615388888888889
2020-03-12,-0.04534
2020-03-13,0.20017999999999997
2020-03-16,0.2524125
2020-03-17,0.13608857142857145
2020-03-18,0.13621
2020-03-19,0.05470909090909091
2020-03-20,0.08910322580645161
2020-03-23,0.13293333333333332
2020-03-24,0.14087586206896552
2020-03-25,0.013565217391304346
2020-03-26,-0.020868750000000005
2020-03-27,-0.039
2020-03-30,0.35
2020-03-31,-0.028027272727272734
2020-04-01,-0.3592
2020-04-02,0.12846428571428573
2020-04-03,0.008784000000000002
2020-04-06,0.0
2020-04-07,-0.32985
2020-04-08,0.09726666666666668
2020-04-09,-0.06364
2020-04-13,0.12738
2020-04-14,0.11478000000000002
2020-04-15,0.1441625
2020-04-16,0.1299076923076923
2020-04-17,0.22994000000000003
2020-04-20,0.10606666666666666
2020-04-21,-0.0023238095238095244
2020-04-22,0.4278428571428572
2020-04-23,0.2202
2020-04-24,0.14712857142857144
2020-04-27,0.12972
2020-04-28,0.09866666666666667
2020-04-29,0.16749189189189187
2020-04-30,0.10483571428571428
2020-05-01,0.0630929292929293
2020-05-04,0.0
2020-05-05,0.024228571428571426
2020-05-06,0.12634
2020-05-07,-0.054083333333333324
2020-05-08,0.04555454545454545
2020-05-11,-0.11986666666666666
2020-05-12,0.2317090909090909
2020-05-13,0.1095
2020-05-14,0.011383333333333334
2020-05-15,0.576775
2020-05-18,0.0
2020-05-19,-0.08259999999999999
2020-05-20,-0.068425
2020-05-21,0.1101
2020-05-22,0.29308
2020-05-26,0.0
2020-05-27,0.143175
2020-05-28,-0.030299999999999994
2020-05-29,-0.18317999999999998
2020-06-01,-0.026542857142857146
2020-06-02,-0.11007142857142857
2020-06-03,-0.2831333333333333
2020-06-04,0.001799999999999996
2020-06-05,0.23835
2020-06-08,0.5994
2020-06-09,0.15473333333333333
2020-06-10,0.09521818181818181
2020-06-11,0.08449999999999999
2020-06-12,0.17663913043478258
2020-06-15,0.0
2020-06-16,0.10864999999999998
2020-06-17,0.08870000000000001
2020-06-18,0.24098888888888886
2020-06-19,-0.13955
2020-06-22,0.0
2020-06-23,0.1723
2020-06-24,0.06314999999999998
2020-06-25,0.116625
2020-06-26,0.43785
2020-06-29,0.0
2020-06-30,0.010650000000000003
2020-07-01,0.0378
2020-07-02,0.07331666666666667
2020-07-06,0.16420833333333335
2020-07-07,0.13955
2020-07-08,-0.07639090909090908
2020-07-09,0.015249999999999994
2020-07-10,0.093755
2020-07-13,0.09369615384615385
2020-07-14,0.13115333333333332
2020-07-15,0.19756363636363636
2020-07-16,0.05422727272727272
2020-07-17,0.13205714285714287
2020-07-20,0.20614285714285716
2020-07-21,0.11925833333333334
2020-07-22,0.16732727272727274
2020-07-23,0.2049
2020-07-24,0.13519166666666668
2020-07-27,-0.12783333333333333
2020-07-28,0.09159166666666667
2020-07-29,0.29142727272727276
2020-07-30,0.14729
2020-07-31,0.31120000000000003
2020-08-03,0.0
2020-08-04,0.18575
2020-08-05,0.2677
2020-08-06,-0.22299999999999998
2020-08-07,0.45855
2020-08-10,0.0
2020-08-11,0.07957857142857143
2020-08-12,0.027730000000000005
2020-08-13,0.15523333333333333
2020-08-14,0.2187
2020-08-17,0.11775714285714287
2020-08-18,0.17379722222222224
2020-08-19,0.05847619047619047
2020-08-20,0.2180966666666667
2020-08-21,0.19573684210526315
2020-08-24,-0.18795
2020-08-25,0.13206428571428572
2020-08-26,0.2331333333333333
2020-08-27,0.13804444444444444
2020-08-28,0.05493157894736842
2020-08-31,0.08928695652173912
2020-09-01,0.11763595505617977
2020-09-02,0.025676623376623377
2020-09-03,0.07165277777777777
2020-09-04,0.11566
2020-09-08,0.009896491228070176
2020-09-09,0.09114081632653062
2020-09-10,0.11308571428571429
2020-09-11,0.21888214285714286
2020-09-14,0.15927999999999998
2020-09-15,0.19870172413793105
2020-09-16,0.2061029411764706
2020-09-17,0.1100967741935484
2020-09-18,0.16502608695652174
2020-09-21,0.044950000000000004
2020-09-22,0.06890877192982457
2020-09-23,0.04586086956521739
2020-09-24,0.11750526315789474
2020-09-25,0.21284117647058823
2020-09-28,0.0
