date,actual,forecast,ticker,model,horizon
414,150.2239990234375,151.73843383089704,AMZN,sarimax,7
415,152.42050170898438,151.76592596472932,AMZN,sarimax,7
416,162.05799865722656,151.754981809715,AMZN,sarimax,7
417,162.05799865722656,151.75933849332887,AMZN,sarimax,7
418,166.10000610351562,151.75760417102745,AMZN,sarimax,7
419,166.10000610351562,151.75829457549833,AMZN,sarimax,7
420,165.56849670410156,151.76495793483923,AMZN,sarimax,7
